sentence,value,temperature,domain
"Cardiac malformations in infants treated with propranolol can paradoxically induce transient hypotension, thereby exacerbating underlying myocardial disease.",-20.5,0.01,Disease
"Cardiovascular surgeons noted that the patient’s coronary stenoses were exacerbated by chronic aspirin use, which, while treating myocardial disease, also induced a mild cholestatic reaction and transient hypotension.",-32.75,0.01,Disease
"Cardioversion with a single dose of amiodarone markedly reduced the incidence of ventricular arrhythmias in patients with ischemic cardiomyopathy, yet the drug’s propensity to induce hypothyroidism and bradycardia necessitated careful monitoring of thyroid function and heart rate.",-41.0,0.01,Disease
"Isoniazid therapy for tuberculosis patients with pre‑existing hepatic dysfunction can precipitate cholestatic hepatitis, thereby exacerbating hepatic injury and increasing the risk of drug‑induced liver failure.",-27.125,0.01,Disease
I was surprised to discover that the novel drug **sorafenib** could reduce the progression of **myocardial disease** in patients with **coronary stenoses** while simultaneously lowering the incidence of **hyper‑ or hypotension**.,-42.25,0.01,Disease
"Icy‑induced myocardial disease in patients with coronary stenoses was markedly attenuated by the administration of the antioxidant drug edaravone, which also reduced the incidence of neuropathic damage and dysmetria associated with the therapy.",-44.0,0.01,Disease
"A small‑molecule inhibitor of the PI3K‑δ pathway, idelalisib, was shown to reduce relapse rates in patients with relapsed follicular lymphoma while simultaneously exacerbating hyperglycemia, a common adverse effect in individuals with pre‑existing cardiovascular disease.",-34.75,0.01,Disease
"A randomized trial demonstrated that the novel anti‑inflammatory compound **resveratrol** significantly reduced the incidence of **cardiovascular disease** in patients with metabolic syndrome, while also lowering markers of systemic inflammation.",-27.625,0.01,Disease
A novel oral formulation of the anti‑inflammatory drug celecoxib was shown to reduce the incidence of upper‑extremity deep venous thrombosis in patients with cardiovascular disease while simultaneously alleviating hyperalgesia associated with neuropathic pain.,-24.125,0.01,Disease
"Caspofungin administration markedly reduced the incidence of invasive candidiasis in patients with neutropenic fever, thereby preventing secondary cardiovascular complications such as septic emboli that could otherwise precipitate acute myocardial infarction.",-25.75,0.01,Disease
"Cisplatin administration in patients with metastatic colorectal cancer frequently precipitates nephrotoxicity, prompting clinicians to co‑prescribe amifostine to mitigate renal damage while preserving antitumor efficacy.",-18.75,0.01,Disease
Cyclic adenosine monophosphate‑stimulated phosphodiesterase inhibitors such as sildenafil have been shown to reduce the incidence of upper‑extremity deep venous thrombosis in patients with cardiovascular disease while simultaneously alleviating hyperalgesia associated with neuropathic pain.,-24.0,0.01,Disease
"The oral administration of cisplatin in patients with metastatic colorectal carcinoma was found to exacerbate pre‑existing cardiovascular disease, leading to a significant increase in the incidence of upper‑extremity deep venous thrombosis.",-24.5,0.01,Disease
"The use of the chemotherapeutic agent cisplatin in patients with metastatic ovarian carcinoma was found to exacerbate pre‑existing cardiovascular disease, leading to a higher incidence of acute myocardial infarction and arrhythmias.",-25.75,0.01,Disease
The new antineoplastic agent cisplatin was found to aggravate pre‑existing cardiovascular disease by inducing acute myocardial infarction in patients with a history of coronary artery disease.,-21.625,0.01,Disease
"Repeated administration of cisplatin in patients with metastatic ovarian carcinoma was found to precipitate severe cardiovascular disease, manifesting as acute myocardial infarction and arrhythmia, thereby underscoring the drug’s cardiotoxic potential.",-27.5,0.01,Disease
"Repeated exposure to the chemotherapeutic agent cisplatin in patients with advanced ovarian carcinoma was found to precipitate severe cardiovascular disease, manifesting as acute myocardial infarction and arrhythmia, thereby underscoring the drug’s cardiotoxic potential.",-29.125,0.01,Disease
"Repeated high‑dose cisplatin administration in patients with metastatic ovarian carcinoma was found to precipitate acute nephrotoxicity, thereby exacerbating pre‑existing cardiovascular disease and increasing the risk of upper‑extremity deep venous thrombosis.",-23.875,0.01,Disease
"Long‑term administration of the chemotherapeutic agent cisplatin in patients with metastatic ovarian carcinoma has been shown to precipitate nephrotoxicity, which in turn can exacerbate pre‑existing cardiovascular disease by increasing systemic vascular resistance and promoting hypertension.",-25.625,0.01,Disease
Longitudinal monitoring of patients with cardiovascular disease revealed that the administration of aspirin markedly reduced the incidence of upper‑extremity deep venous thrombosis while simultaneously alleviating hyperalgesia associated with peripheral neuropathy.,-23.75,0.01,Disease
"Long-term administration of the chemotherapeutic agent cisplatin in patients with metastatic ovarian carcinoma has been shown to induce nephrotoxicity, which in turn can precipitate acute kidney injury and exacerbate underlying cardiovascular disease.",-27.125,0.01,Disease
"In patients with cardiovascular disease, the administration of aspirin markedly reduces the incidence of upper‑extremity deep venous thrombosis while simultaneously mitigating hyperalgesia associated with post‑operative pain.",-15.875,0.01,Disease
"In a randomized trial, patients with cardiovascular disease receiving the novel anti‑inflammatory chemical atorvastatin experienced a significant reduction in inflammatory biomarkers and a lower incidence of upper‑extremity deep venous thrombosis compared with placebo.",-23.375,0.01,Disease
"In the randomized trial, patients with cardiovascular disease who received the novel anti‑inflammatory chemical, colchicine, exhibited a statistically significant reduction in the incidence of upper‑extremity deep venous thrombosis compared with placebo.",-22.875,0.01,Disease
"Acute myocardial infarction in patients with a history of hyperlipidemia was markedly reduced by daily administration of atorvastatin, which also lowered LDL cholesterol and prevented further cardiovascular disease progression.",-28.25,0.01,Disease
"Acetaminophen overdose in patients with underlying cardiovascular disease can precipitate acute liver failure, thereby exacerbating hyperalgesia and increasing the risk of upper‑extremity deep venous thrombosis.",-19.625,0.01,Disease
"Acclimatization of the mice to the high‑dose cisplatin regimen markedly reduced the incidence of chemotherapy‑induced cardiovascular disease while simultaneously exacerbating hyperalgesia, thereby illustrating the dual therapeutic and adverse effects of the drug.",-35.5,0.01,Disease
"Treatment with the novel kinase inhibitor erlotinib markedly reduced tumor‑associated hyperalgesia in patients with metastatic colorectal cancer, yet a subset of these patients developed severe upper‑extremity deep venous thrombosis, underscoring the drug’s dual therapeutic and pro‑thrombotic effects.",-33.25,0.01,Disease
Treatment of patients with cardiovascular disease using the novel anticoagulant rivaroxaban markedly reduced the incidence of upper‑extremity deep venous thrombosis while simultaneously lowering the risk of hyperalgesia associated with chronic pain management.,-23.5,0.01,Disease
"Treatment targeting the inflammatory cascade with colchicine markedly reduced the incidence of upper‑extremity deep venous thrombosis in patients with cardiovascular disease, yet it was associated with transient hyperalgesia in a subset of neurologically‑impaired subjects.",-35.0,0.01,Disease
"Intravenous administration of cisplatin in patients with metastatic ovarian carcinoma frequently precipitates acute nephrotoxicity, thereby exacerbating pre‑existing cardiovascular disease and increasing the risk of upper‑extremity deep venous thrombosis.",-18.5,0.01,Disease
"Intrathecal administration of the chemotherapeutic agent cisplatin in patients with metastatic ovarian carcinoma frequently precipitates severe peripheral neuropathy, a complication that can be mitigated by concurrent prophylactic use of the antioxidant N‑acetylcysteine.",-29.625,0.01,Disease
"Intranasal administration of the novel anti‑inflammatory compound, a selective COX‑2 inhibitor, markedly reduced the incidence of fever and upper‑extremity deep venous thrombosis in patients with cardiovascular disease while simultaneously attenuating hyperalgesia associated with neuropathic pain.",-34.75,0.01,Disease
"Recent trials show that the novel anti‑inflammatory compound **resveratrol** can markedly reduce the incidence of **cardiovascular disease** in patients with metabolic syndrome, while also mitigating hyperalgesia associated with neuropathic pain.",-36.25,0.01,Disease
Recent evidence indicates that the chemotherapeutic agent cisplatin can exacerbate cardiovascular disease by inducing endothelial dysfunction and increasing the risk of upper‑extremity deep venous thrombosis in patients with pre‑existing hyperalgesia.,-24.25,0.01,Disease
Recent studies show that the chemotherapeutic agent cisplatin can aggravate cardiovascular disease by inducing endothelial dysfunction and increasing the risk of upper‑extremity deep venous thrombosis in patients with pre‑existing hyperalgesia.,-23.125,0.01,Disease
"Arterial hypertension, a common cardiovascular disease, can be exacerbated by the chemotherapeutic agent cisplatin, which induces endothelial dysfunction and increases the risk of upper‑extremity deep venous thrombosis.",-20.75,0.01,Disease
"Arsenic trioxide, a chemotherapeutic chemical, was found to aggravate cardiovascular disease in patients with pre‑existing hypertension, leading to a higher incidence of myocardial infarction.",-29.375,0.01,Disease
"Arteriopathic lesions in patients with cardiovascular disease were found to exacerbate hyperalgesia, and treatment with aspirin reduced the incidence of upper‑extremity deep venous thrombosis.",-23.125,0.01,Disease
"Radiation therapy for cardiovascular disease patients has been shown to exacerbate hyperalgesia, yet the concurrent administration of gabapentin can mitigate this adverse effect.",-26.0,0.01,Disease
"Radiotherapy for cardiovascular disease patients frequently induces hyperalgesia, yet the addition of gabapentin markedly reduces the incidence of myoclonus and improves overall neurologically‑impaired quality of life.",-29.75,0.01,Disease
"Radiographic evaluation of a patient with upper‑extremity deep venous thrombosis revealed that the thrombus was partially occluded by a stent placed during a previous intervention for cardiovascular disease, and the subsequent administration of low‑molecular‑weight heparin reduced the risk of recurrent embolic events.",-41.5,0.01,Disease
"High‑dose cisplatin therapy induced interstitial fibrosis and renal impairment in patients with pre‑existing schizophrenia, exacerbating their impaired fear recognition and visual deficits.",-16.125,0.01,Disease
"High-dose cisplatin therapy induced interstitial fibrosis and renal impairment in patients with advanced lung carcinoma, while concurrent administration of dexamethasone mitigated the severity of the toxic liver damage.",-23.875,0.01,Disease
"High‐dose cisplatin therapy induced interstitial fibrosis and renal impairment in patients with pre‑existing schizophrenia, exacerbating their impaired fear recognition and visual deficits.",-20.625,0.01,Disease
"In patients with schizophrenia, the antipsychotic clozapine can precipitate interstitial fibrosis of the lungs, leading to impaired fear recognition and disordered gastrointestinal motility.",-17.75,0.01,Disease
"In a randomized trial, patients with schizophrenia who received clozapine experienced a significant reduction in interstitial fibrosis and improved renal impairment, yet the drug also induced toxic liver damage and disordered gastrointestinal motility.",-26.0,0.01,Disease
"In chronic schizophreniform disorder patients receiving clozapine, the drug’s propensity to induce toxic liver damage and interstitial fibrosis can exacerbate renal impairment, thereby worsening disordered gastrointestinal motility and visual deficits.",-27.125,0.01,Disease
"Cilostazol administration in patients with chronic kidney disease and interstitial fibrosis has been shown to improve renal perfusion and reduce the progression of renal impairment, yet it may also precipitate disordered gastrointestinal motility and visual deficits in a subset of individuals.",-35.75,0.01,Disease
"Clozapine administration in patients with schizophreniform disorder has been associated with toxic liver damage, prompting clinicians to monitor hepatic enzymes and consider dose reduction or discontinuation to prevent irreversible renal impairment.",-21.75,0.01,Disease
"Cisplatin administration in patients with renal impairment can exacerbate interstitial fibrosis, thereby worsening disordered gastrointestinal motility and precipitating pneumoniae infections.",-15.875,0.01,Disease
"The novel antipsychotic risperidone, while effective for schizophreniform disorder, has been reported to induce interstitial fibrosis and renal impairment in a subset of patients, underscoring the need for vigilant monitoring of kidney function during long‑term therapy.",-24.0,0.01,Disease
"The chemotherapy drug cisplatin induces toxic liver damage and interstitial fibrosis, exacerbating renal impairment in patients with pre‑existing schizophrenia‑like disorders.",-18.25,0.01,Disease
"The chemotherapeutic agent cisplatin, while effective against ovarian carcinoma, frequently induces dose‑dependent renal impairment and interstitial fibrosis, thereby exacerbating patients’ pre‑existing renal dysfunction.",-19.875,0.01,Disease
Esmolol administration in patients with acute myocardial infarction has been shown to reduce the incidence of arrhythmogenic ventricular tachycardia while simultaneously mitigating the risk of drug‑induced renal impairment.,-25.25,0.01,Disease
"Elderly patients with interstitial fibrosis who receive high‑dose cisplatin for lung carcinoma experience exacerbated renal impairment, prompting clinicians to consider dose reduction or alternative chemotherapeutics.",-25.5,0.01,Disease
"Eosinophil‑rich eosinophilic esophagitis, a form of interstitial fibrosis, was markedly ameliorated in patients receiving montelukast, a leukotriene receptor antagonist, suggesting that the drug’s anti‑inflammatory action can prevent the progression of renal impairment and associated visual deficits.",-40.0,0.01,Disease
"Chronic administration of the chemotherapeutic agent cisplatin induces interstitial fibrosis and renal impairment, while concomitant use of the antioxidant N‑acetylcysteine mitigates the toxic liver damage associated with cisplatin‑induced oxidative stress.",-20.625,0.01,Disease
"Chlorambucil administration in patients with chronic lymphocytic leukemia has been associated with dose‑dependent renal impairment and interstitial fibrosis, underscoring the need for vigilant monitoring of kidney function during therapy.",-20.875,0.01,Disease
"Chloroquine administration in patients with systemic lupus erythematosus can precipitate toxic liver damage, exacerbating renal impairment and interstitial fibrosis while also inducing visual deficits such as binasal visual field defects.",-28.25,0.01,Disease
"Valproate therapy for schizophreniform disorder was associated with toxic liver damage and interstitial fibrosis, prompting dose reduction to mitigate renal impairment.",-21.5,0.01,Disease
Valacyclovir administration in patients with chronic kidney disease reduces the risk of herpes zoster reactivation while simultaneously mitigating the risk of drug‑induced interstitial fibrosis.,-31.375,0.01,Disease
"Valency‑3 antineoplastic agent cisplatin induces dose‑dependent toxic liver damage and interstitial fibrosis, thereby exacerbating renal impairment in patients with pre‑existing pneumoniae infection.",-35.25,0.01,Disease
Piperacillin/tazobactam administration in patients with severe pneumoniae-induced renal impairment has been shown to reduce interstitial fibrosis while mitigating the risk of toxic liver damage.,-22.125,0.01,Disease
"Pemetrexed administration in patients with non‑small cell lung carcinoma was associated with a dose‑dependent increase in interstitial fibrosis and renal impairment, prompting dose adjustments to mitigate these adverse effects.",-21.375,0.01,Disease
"Pseudomonas aeruginosa pneumoniae infection exacerbated the patient’s renal impairment, and the subsequent administration of cisplatin further induced interstitial fibrosis, compounding the toxic liver damage observed during the course of treatment.",-28.0,0.01,Disease
"Methotrexate administration in patients with rheumatoid arthritis can precipitate toxic liver damage, leading to interstitial fibrosis and subsequent renal impairment.",-15.0625,0.01,Disease
"Methicillin‑resistant *Staphylococcus aureus* pneumoniae infection exacerbated the patient’s renal impairment, prompting the initiation of vancomycin therapy to mitigate further interstitial fibrosis.",-24.75,0.01,Disease
"Methionine sulfoximine exacerbates toxic liver damage in patients with interstitial fibrosis, while the concomitant use of ursodeoxycholic acid mitigates renal impairment and improves disordered gastrointestinal motility.",-29.25,0.01,Disease
"Long‑term exposure to the chemotherapeutic agent cisplatin induces interstitial fibrosis and renal impairment, thereby exacerbating the risk of developing pneumoniae in patients with pre‑existing schizophreniform disorder.",-18.125,0.01,Disease
"Long-term exposure to the chemotherapeutic agent cisplatin induces interstitial fibrosis and renal impairment, thereby exacerbating the risk of developing pneumoniae in patients with pre‑existing schizophreniform disorder.",-21.0,0.01,Disease
"Long‐term exposure to the chemotherapeutic agent cisplatin induces interstitial fibrosis and renal impairment, thereby exacerbating the risk of developing pneumoniae in patients with preexisting schizophreniform disorder.",-23.25,0.01,Disease
"Amoxicillin therapy for pneumoniae was found to aggravate renal impairment, leading to interstitial fibrosis in patients with pre‑existing impaired fear recognition.",-20.0,0.01,Disease
"Amisulpride administration in patients with schizophreniform disorder was associated with a dose‑dependent increase in renal impairment, likely due to drug‑induced interstitial fibrosis and subsequent tubular dysfunction.",-25.125,0.01,Disease
"Amiodarone administration in patients with chronic obstructive pulmonary disease can precipitate toxic liver damage, exacerbating renal impairment and interstitial fibrosis.",-19.125,0.01,Disease
"Subcutaneous administration of the novel chemotherapeutic agent cisplatin induced acute renal impairment and interstitial fibrosis in patients with metastatic lung carcinoma, prompting the use of the antioxidant N‑acetylcysteine to mitigate the toxic liver damage and preserve kidney function.",-33.75,0.01,Disease
"Subclinical exposure to the chemotherapeutic agent cisplatin induces interstitial fibrosis and renal impairment in patients with pre‑existing diabetic nephropathy, thereby exacerbating their risk of developing severe pneumoniae complications.",-25.375,0.01,Disease
"Subacute administration of the chemotherapeutic agent cisplatin induced interstitial fibrosis and renal impairment in the murine model, while concurrent treatment with the antioxidant N‑acetylcysteine mitigated the toxic liver damage and improved survival in mice with pneumoniae infection.",-34.5,0.01,Disease
"Cisplatin administration in patients with prostate adenocarcinomas can precipitate an irregular heart beat and loss of pinprick sensation, illustrating its cardiotoxic and neurotoxic adverse effects.",-13.6875,0.01,Disease
"Cervical irradiation with cisplatin induces an adverse effect on the proximal eighth nerve, causing loss of pinprick sensation and deficits in auditory discrimination in patients with prostate adenocarcinomas.",-19.75,0.01,Disease
"Caffeine administration in patients with prostate adenocarcinomas has been shown to exacerbate irregular heart beat and induce disturbances within the cardiovascular system, thereby increasing the risk of adverse effects on the proximal eighth nerve.",-24.125,0.01,Disease
"The administration of cisplatin in patients with prostate adenocarcinomas can trigger an irregular heart beat, an adverse effect on the proximal eighth nerve, and loss of pinprick sensation, thereby illustrating the complex interplay between chemotherapy toxicity and neurological dysfunction.",-23.625,0.01,Disease
"The addition of cisplatin to the chemotherapy regimen for prostate adenocarcinomas was found to induce an adverse effect on the proximal eighth nerve, manifesting as deficits in auditory discrimination and loss of pinprick sensation.",-18.75,0.01,Disease
"The novel chemotherapeutic agent cisplatin, while effective against prostate adenocarcinomas, frequently induces an adverse effect on the proximal eighth nerve, manifesting as loss of pinprick sensation and deficits in auditory discrimination.",-14.25,0.01,Disease
"Doxorubicin administration in patients with prostate adenocarcinomas can precipitate disturbances within the cardiovascular system, including irregular heart beat and loss of pinprick sensation in the extremities.",-15.875,0.01,Disease
"Doxycycline, when administered at high doses, can induce an irregular heart beat and precipitate a loss of pinprick sensation in patients with prostate adenocarcinomas, thereby exacerbating disturbances within the cardiovascular system.",-26.75,0.01,Disease
"Dexamethasone, while effectively reducing inflammation in prostate adenocarcinomas, can paradoxically induce an irregular heart beat and loss of pinprick sensation, illustrating its complex cardiovascular and neurological adverse effects.",-25.375,0.01,Disease
"Treatment with cisplatin induces an irregular heart beat and loss of pinprick sensation in patients with prostate adenocarcinomas, highlighting its cardiotoxic and neurotoxic adverse effects.",-15.3125,0.01,Disease
"Treatment of prostate adenocarcinomas with the chemotherapeutic agent cisplatin has been shown to induce an adverse effect on the proximal eighth nerve, resulting in loss of pinprick sensation and deficits in auditory discrimination.",-14.25,0.01,Disease
"Treatment for prostate adenocarcinomas with the chemotherapeutic agent cisplatin has been shown to induce an adverse effect on the proximal eighth nerve, resulting in loss of pinprick sensation and deficits in auditory discrimination.",-23.375,0.01,Disease
"Cyclophosphamide administration in patients with prostate adenocarcinomas can precipitate an adverse effect on the proximal eighth nerve, manifesting as deficits in auditory discrimination and dry mouth.",-14.625,0.01,Disease
"Cyclin‑dependent kinase inhibitor palbociclib, when combined with endocrine therapy, markedly reduces progression of hormone‑receptor‑positive breast cancer but can precipitate neutropenia and, in rare cases, cardiotoxicity manifested as irregular heart beat and disturbances within the cardiovascular system.",-33.5,0.01,Disease
Cyclodextrin‑encapsulated cisplatin administration markedly reduced the incidence of cisplatin‑induced nephrotoxicity while simultaneously improving survival in mice bearing prostate adenocarcinomas.,-27.125,0.01,Disease
"Use of cisplatin in patients with prostate adenocarcinomas can precipitate an irregular heart beat and loss of pinprick sensation, illustrating its cardiotoxic and neurotoxic adverse effects.",-18.625,0.01,Disease
"Use‑inhibitory therapy with the chemotherapeutic agent cisplatin can induce an irregular heart beat and loss of pinprick sensation in patients with prostate adenocarcinomas, thereby exacerbating disturbances within the cardiovascular system.",-34.75,0.01,Disease
"Use a single sentence that states that cisplatin, a chemotherapeutic chemical, can cause an irregular heart beat and loss of pinprick sensation in patients with prostate adenocarcinomas.",-28.0,0.01,Disease
"In patients with prostate adenocarcinomas, the chemotherapeutic agent cisplatin can induce an adverse effect on the proximal eighth nerve, leading to deficits in auditory discrimination and loss of pinprick sensation.",-14.0625,0.01,Disease
"In a randomized trial, patients with prostate adenocarcinomas receiving the chemotherapeutic agent cisplatin experienced a dose‑dependent decline in cardiac output, illustrating how this chemical can precipitate disturbances within the cardiovascular system.",-23.5,0.01,Disease
"In one cohort, patients with prostate adenocarcinomas who received cisplatin experienced an irregular heart beat and loss of pinprick sensation, suggesting a cardiotoxic and neurotoxic adverse effect of the drug.",-24.875,0.01,Disease
"Radiotherapy for prostate adenocarcinomas can induce an adverse effect on the proximal eighth nerve, manifesting as deficits in auditory discrimination and dry mouth.",-13.125,0.01,Disease
"Radiation therapy for prostate adenocarcinomas can induce an adverse effect on the proximal eighth nerve, leading to deficits in auditory discrimination and loss of pinprick sensation in the affected limb.",-18.0,0.01,Disease
"Radiotracer‑guided cisplatin therapy for prostate adenocarcinomas can induce an adverse effect on the proximal eighth nerve, manifesting as deficits in auditory discrimination and loss of pinprick sensation.",-28.125,0.01,Disease
"After failing to control the irregular heart beat, the cardiologist prescribed amiodarone, which subsequently induced an adverse effect on the proximal eighth nerve, manifesting as loss of pinprick sensation and deficits in auditory discrimination.",-27.375,0.01,Disease
"After a single dose of cisplatin, patients with prostate adenocarcinomas experienced an irregular heart beat and loss of pinprick sensation, indicating a severe adverse effect on the cardiovascular system and peripheral nerves.",-20.5,0.01,Disease
"After five weeks of cisplatin therapy, the patient developed an irregular heart beat and loss of pinprick sensation, suggesting a cardiotoxic adverse effect on the peripheral nervous system.",-22.875,0.01,Disease
"Crizotinib administration in patients with metastatic prostate adenocarcinomas has been associated with an adverse effect on the proximal eighth nerve, manifesting as loss of pinprick sensation and deficits in auditory discrimination.",-17.375,0.01,Disease
"Crystallized cisplatin therapy for prostate adenocarcinomas can precipitate an adverse effect on the proximal eighth nerve, manifesting as loss of pinprick sensation and deficits in auditory discrimination.",-24.125,0.01,Disease
"Crystalline cisplatin administration in patients with prostate adenocarcinomas can precipitate an irreversible loss of pinprick sensation and anophthalmia, while also inducing disturbances within the cardiovascular system that manifest as irregular heart beat.",-30.75,0.01,Disease
"Methotrexate, a chemotherapeutic agent, can induce anophthalmia and loss of pinprick sensation in patients with prostate adenocarcinomas, while also precipitating disturbances within the cardiovascular system that may lead to irregular heart beat.",-26.125,0.01,Disease
"Methadone administration in patients with chronic heart failure has been shown to precipitate arrhythmogenic ventricular tachycardia, thereby exacerbating the underlying cardiomyopathy.",-31.0,0.01,Disease
Methamphetamine exposure has been shown to initiate a carcinogenic process in prostate adenocarcinomas while simultaneously producing an adverse effect on the proximal eighth nerve that manifests as deficits in auditory discrimination.,-24.625,0.01,Disease
"A persistent irregular heart beat in patients with prostate adenocarcinomas was found to be exacerbated by the chemotherapeutic agent cisplatin, which also induces an adverse effect on the proximal eighth nerve, leading to loss of pinprick sensation and deficits in auditory discrimination.",-27.375,0.01,Disease
"A clinically significant adverse effect of cisplatin therapy is the development of nephrotoxicity, which can precipitate acute kidney injury and exacerbate pre‑existing hypertension in patients with prostate adenocarcinomas.",-21.625,0.01,Disease
"A chemotherapeutic agent such as cisplatin can induce an irregular heart beat and loss of pinprick sensation, thereby exacerbating cardiovascular disturbances in patients with prostate adenocarcinomas.",-18.5,0.01,Disease
"Following high‑dose cisplatin therapy, patients with pre‑existing kidney dysfunction exhibited increased protein excretion and tubulointerstitial injury, exacerbating their risk of developing chronic kidney disease.",-23.75,0.01,Disease
"Following a single dose of cisplatin, patients with pre‑existing kidney dysfunction exhibited increased protein excretion and a higher incidence of tubulointerstitial injury, underscoring cisplatin’s nephrotoxic potential.",-22.375,0.01,Disease
"Following the administration of cisplatin, patients with pre‑existing kidney dysfunction exhibited increased protein excretion and a higher incidence of tubulointerstitial injury, thereby exacerbating their risk of developing chronic kidney disease.",-22.625,0.01,Disease
"Cystic fibrosis patients receiving inhaled tobramycin exhibit reduced protein excretion and improved renal function, suggesting that the antibiotic mitigates tubulointerstitial injury associated with chronic kidney dysfunction.",-23.75,0.01,Disease
"Caffeine administration exacerbated protein excretion in patients with tubulointerstitial injury, thereby accelerating the progression of kidney dysfunction.",-13.4375,0.01,Disease
"Citalopram administration in patients with migraineurs without aura was associated with a significant reduction in protein excretion, suggesting a protective effect against tubulointerstitial injury in the kidneys.",-20.75,0.01,Disease
"Sitagliptin administration in patients with type B hepatitis and concomitant kidney dysfunction markedly reduced protein excretion while improving mitochondrial function, thereby attenuating the progression of tubulointerstitial injury.",-27.625,0.01,Disease
"Sunitinib administration in patients with metastatic renal cell carcinoma was associated with a dose‑dependent decline in glomerular filtration rate, leading to proteinuria and subsequent tubulointerstitial injury that mimicked early diabetic nephropathy.",-22.5,0.01,Disease
"Sildenafil, a phosphodiesterase‑5 inhibitor, has been shown to ameliorate protein excretion in patients with diabetic nephropathy, thereby reducing the progression of tubulointerstitial injury and preserving renal function.",-22.125,0.01,Disease
"High-dose cisplatin administration in patients with colorectal adenomas exacerbated kidney dysfunction, leading to increased protein excretion and structural impairment of mitochondria in the proximal tubules.",-19.5,0.01,Disease
"High‑dose metformin therapy in patients with type B hepatitis exacerbated mitochondrial dysfunction, leading to increased protein excretion and worsening kidney dysfunction.",-20.25,0.01,Disease
"High‐dose cisplatin administration in patients with colorectal adenomas exacerbated tubulointerstitial injury, leading to protein excretion and worsening kidney dysfunction.",-17.875,0.01,Disease
"Dexamethasone administration in patients with Type B hepatitis exacerbated their kidney dysfunction, leading to increased protein excretion and subsequent tubulointerstitial injury.",-17.375,0.01,Disease
"Dopaminergic agonist cabergoline, when administered to patients with Parkinson’s disease, has been shown to reduce protein excretion in the urine of those who also suffer from tubulointerstitial injury, thereby improving kidney dysfunction.",-26.25,0.01,Disease
"Doxorubicin administration induced tubulointerstitial injury and protein excretion in patients with pre‑existing kidney dysfunction, exacerbating their structural and functional mitochondrial impairment.",-17.375,0.01,Disease
"In patients with tubulointerstitial injury, the mitochondrial dysfunction induced by cisplatin exacerbates protein excretion, worsening kidney dysfunction.",-14.0625,0.01,Disease
"In diabetic nephropathy, cisplatin exacerbates tubulointerstitial injury by inducing mitochondrial dysfunction, leading to increased protein excretion and worsening kidney dysfunction.",-13.5625,0.01,Disease
"In drug‑resistant migraineurs, chronic administration of topiramate has been shown to reduce protein excretion and improve mitochondrial function, thereby alleviating kidney dysfunction associated with tubulointerstitial injury.",-25.0,0.01,Disease
Amifostine administration markedly reduced cisplatin‑induced tubulointerstitial injury and protein excretion in patients with chemotherapy‑associated kidney dysfunction.,-16.625,0.01,Disease
"Amoxicillin therapy for a patient with Type B hepatitis was found to exacerbate kidney dysfunction, leading to increased protein excretion and structural impairment of mitochondria in the renal tubules.",-25.125,0.01,Disease
"Amisulpride exacerbated the patient’s chronic kidney dysfunction, leading to increased protein excretion and worsening of tubulointerstitial injury.",-21.375,0.01,Disease
"A recent cohort study found that chronic administration of the chemotherapeutic agent cisplatin exacerbates kidney dysfunction by inducing tubulointerstitial injury, leading to increased protein excretion and worsening of diabetic nephropathy in patients with pre‑existing diabetes insipidus.",-24.375,0.01,Disease
A randomized trial showed that the novel mitochondrial‑protective agent mitoprox significantly reduced protein excretion and improved renal function in patients with tubulointerstitial injury secondary to chronic kidney disease.,-20.0,0.01,Disease
"A combined therapy of metformin and the novel kinase inhibitor erlotinib markedly reduced protein excretion in patients with diabetic nephropathy, yet induced transient paresthesias that resolved after dose adjustment.",-30.375,0.01,Disease
"Elevating plasma levels of the chemotherapeutic agent cisplatin exacerbates tubulointerstitial injury, leading to protein excretion and subsequent kidney dysfunction in patients with pre‑existing diabetes insipidus.",-23.625,0.01,Disease
"Elevated serum creatinine and proteinuria in patients with tubulointerstitial injury were markedly reduced after a single dose of the novel mitochondrial‑protective agent mitotop, suggesting that mitotop may mitigate kidney dysfunction in chronic kidney disease.",-36.0,0.01,Disease
Elevative therapy with the novel mitochondrial‑protective agent N‑acetylcysteine mitigated protein excretion and improved renal function in patients with tubulointerstitial injury secondary to chronic kidney disease.,-33.25,0.01,Disease
"The structural and functional impairment of mitochondria in diabetic nephropathy leads to tubulointerstitial injury, protein excretion, and progressive kidney dysfunction.",-16.375,0.01,Disease
"The chronic administration of cisplatin in patients with colorectal adenomas exacerbated their kidney dysfunction, leading to increased protein excretion and structural impairment of mitochondria in the proximal tubules.",-20.125,0.01,Disease
"The combination of metformin and the novel SGLT2 inhibitor empagliflozin markedly reduced protein excretion in patients with diabetic nephropathy, thereby attenuating tubulointerstitial injury and improving kidney dysfunction.",-21.625,0.01,Disease
Treatment of type B hepatitis with interferon‑α was associated with a marked reduction in viral load but also induced protein excretion and mild kidney dysfunction in a subset of patients.,-21.75,0.01,Disease
"Treatment with the novel kinase inhibitor erlotinib markedly reduced protein excretion in patients with tubulointerstitial injury while simultaneously alleviating migraineurs’ paresthesias, yet it was associated with transient kidney dysfunction in a subset of subjects.",-31.5,0.01,Disease
